"","X","Year","Company","Vineyard","Treatment","Rep","TreatmentAge","ShootCt","ClusterCt","FFNS","ShootMCane","ShootFtCane","ClusterMCane","ClusterFtCane","ShootCt.1","PreClusterCt","PostClusterCt","PercThin","FFNS.1","ShootMRow","ShootFtRow","ShootMCane.1","ShootFtCane.1","PreClMRow","PreClFtRow","PreClMCane","PreClFtCane","PostClMRow","PostClFtRow","PostClMCane","PostClFtCane","LeafN","LeafP","LeafK","LeafCa","LeafMg","LeafB","LeafCu","LeafFe","LeafMn","LeafZn","LeafNa","PetN","PetP","PetK","PetCa","PetMg","PetB","PetCu","PetFe","PetMn","PetZn","PetNa","TSS","pH","TA","ammoniaN","aaN","YAN","HarvestDate","ClusterCt.1","ClusterWt","Yield","KgMRow","LbFtRow","KgMCane","LbFtCane","ClusterMRow","ClusterFtRow","ClusterMCane.1","ClusterFtCane.1","ShootCt.2","PW","Canewt","PWMRow","PWFtRow","PWMCane","PWFtCane","ShootMRow.1","ShootFtRow.1","ShootMCane.2","ShootFtCane.2","Ravaz","anthos.std","tannins.std","phenolics.std","grid_num","ID","Y_Tavg","Y_Tmin","Y_Tmax","Y_Pr","GS_Tavg","GS_Tmin","GS_Tmax","GS_Pr","GS_Hug","GS_Gdd","DS_Pr","DS_Pr2mm","BB_Tavg","BB_Tmin","BB_Tmax","BB_Pr","BB_Tmin0C","FLO_Tavg","FLO_Tmin","FLO_Tmax","FLO_Pr","FLO_Pr2mm","FLO_Tmax35C","VER_Tavg","VER_Tmin","VER_Tmax","VER_Pr","VER_Tmax35C","H_Tavg","H_Tmin","H_Tmax","H_Pr","H_Pr2mm","H_Tmax35C","DEC_Y_Tavg","DEC_Y_Tmin","DEC_Y_Tmax","DEC_Y_Pr","DEC_GS_Tavg","DEC_GS_Tmin","DEC_GS_Tmax","DEC_GS_Pr","DEC_GS_Hug","DEC_GS_Gdd","DEC_DS_Pr","DEC_DS_Pr2mm","GS_Etp","BB_Etp","FLO_Etp","VER_Etp","H_Etp","DEC_GS_Etp","BB_B_Hu","B_V_Hu","V_H_Hu","BB_H_Hu","GS_XL_Hu","BB_B_nDays","B_V_nDays","V_H_nDays","BB_H_nDays","INI_Tavg","INI_Tmin","INI_Tmax","INI_Ra_net","INI_Pr","FLO_Ra_net","VER_Water_deficit","lon","lat","Rootstock"
"79",73,2014,"DomSer","JerHill","1cls",1,2,16.88,33.13,1.97,11.07,3.38,21.74,6.63,17.13,34.38,15.63,54.46,0.92,11.24,3.43,11.24,3.43,22.56,6.88,22.56,6.88,10.25,3.13,10.25,3.13,2.28,0.39,1.03,2.2,0.19,31,10,175,285,30,0.01,0.48,0.74,2.45,1.88,0.62,27,2,43,476,136,0.04,23.5,3.45,5.8,30,61,86,41898,18.25,151.16,2.76,1.81,1.22,1.81,1.22,11.98,3.65,11.98,3.65,17.25,0.76,51.14,0.5,0.34,0.5,0.34,11.35,3.45,11.35,3.45,3.62,628,425,1053,1303,1303,12.70986355,7.070795691,18.34893141,1145.380337,16.87701572,9.913876407,23.84015504,388.4491558,3076.72386,1488.803738,94.33900959,14,13.17802035,6.877559679,19.47848103,122.5295389,0,15.635441,8.69500238,22.57587961,10.39638087,3,0,20.96457116,12.80467215,29.12447017,36.6109844,4,19.92057803,11.88504736,27.95610871,30.72200091,3,1,12.10019369,6.428065959,17.77232143,1078.407926,16.06806702,9.07833945,23.05779458,343.1925078,2823.170141,1335.047993,86.48647041,12.6,885.9593462,207.1335474,99.22974681,309.1638034,198.953118,864.4133656,254.8888744,629.6561046,436.5054335,1303.561319,1488.803738,66,63,44,171,16.18603632,9.60443092,22.76764171,20.75647594,27.83509123,446.4083841,272.552819,-123.095906588567,45.081411793479,"101_14"
"80",74,2014,"DomSer","JerHill","1cls",2,2,14.5,31,2.15,9.51,2.9,20.34,6.2,15.63,31.13,15,51.51,0.97,10.25,3.13,10.25,3.13,20.42,6.23,20.42,6.23,9.84,3,9.84,3,1.98,0.46,1.26,2.61,0.26,44,10,133,338,32,0.01,0.45,0.75,2.31,2.35,0.64,31,4,47,606,68,0.04,25,3.63,5.7,33,83,110,41898,15.88,131.65,2.09,1.37,0.92,1.37,0.92,10.42,3.18,10.42,3.18,15.38,0.72,52.8,0.47,0.32,0.47,0.32,10.12,3.08,10.12,3.08,2.91,625,458,1083,1303,1303,12.70986355,7.070795691,18.34893141,1145.380337,16.87701572,9.913876407,23.84015504,388.4491558,3076.72386,1488.803738,94.33900959,14,13.17802035,6.877559679,19.47848103,122.5295389,0,15.635441,8.69500238,22.57587961,10.39638087,3,0,20.96457116,12.80467215,29.12447017,36.6109844,4,19.92057803,11.88504736,27.95610871,30.72200091,3,1,12.10019369,6.428065959,17.77232143,1078.407926,16.06806702,9.07833945,23.05779458,343.1925078,2823.170141,1335.047993,86.48647041,12.6,885.9593462,207.1335474,99.22974681,309.1638034,198.953118,864.4133656,254.8888744,629.6561046,436.5054335,1303.561319,1488.803738,66,63,44,171,16.18603632,9.60443092,22.76764171,20.75647594,27.83509123,446.4083841,272.552819,-123.095906588567,45.081411793479,"101_14"
"81",75,2014,"DomSer","JerHill","1cls",3,2,16.25,33,2.02,10.66,3.25,21.65,6.6,15.13,32.13,15.38,51.35,1.02,9.92,3.03,9.92,3.03,21.08,6.43,21.08,6.43,10.09,3.08,10.09,3.08,1.57,0.52,1.12,2.78,0.25,35,8,116,321,28,0.01,0.45,0.83,2.64,2.37,0.6,30,2,49,698,75,0.04,24.2,3.54,5.8,11,48,57,41898,15.63,153.28,2.4,1.57,1.06,1.57,1.06,10.25,3.13,10.25,3.13,15.63,0.68,50.49,0.45,0.3,0.45,0.3,10.28,3.13,10.28,3.13,3.52,678,458,1136,1303,1303,12.70986355,7.070795691,18.34893141,1145.380337,16.87701572,9.913876407,23.84015504,388.4491558,3076.72386,1488.803738,94.33900959,14,13.17802035,6.877559679,19.47848103,122.5295389,0,15.635441,8.69500238,22.57587961,10.39638087,3,0,20.96457116,12.80467215,29.12447017,36.6109844,4,19.92057803,11.88504736,27.95610871,30.72200091,3,1,12.10019369,6.428065959,17.77232143,1078.407926,16.06806702,9.07833945,23.05779458,343.1925078,2823.170141,1335.047993,86.48647041,12.6,885.9593462,207.1335474,99.22974681,309.1638034,198.953118,864.4133656,254.8888744,629.6561046,436.5054335,1303.561319,1488.803738,66,63,44,171,16.18603632,9.60443092,22.76764171,20.75647594,27.83509123,446.4083841,272.552819,-123.095906588567,45.081411793479,"101_14"
"82",76,2014,"KWCCarter","Carter","1cls",1,3,18.4,30.9,1.7,10.06,3.07,16.9,5.15,18.6,29.3,18.2,37.44,0.98,10.16,3.1,10.16,3.1,16.01,4.88,16.01,4.88,9.95,3.03,9.95,3.03,2.37,0.19,1.05,2.36,0.22,22,6,183,326,14,0.01,0.39,0.16,0.98,1.51,0.91,23,3,33,771,81,0.03,27,3.43,5.2,34,91,119,41915,18.1,108.4,1.96,1.07,0.72,1.07,0.72,9.89,3.02,9.89,3.02,16.6,0.87,59.78,0.47,0.32,0.47,0.32,9.07,2.77,9.07,2.77,2.27,827,537,1364,1410,1410,12.57688917,6.861675394,18.29210294,1213.607546,16.82680715,9.769864955,23.88374934,421.9048587,3071.174282,1479.266502,110.7663771,15,13.12727843,6.693072096,19.56148475,128.6213088,0,15.53238764,8.463795636,22.60097965,18.66031503,4,0,20.84480445,12.66993803,29.01967087,43.37814309,4,19.90745609,11.72922953,28.08568265,34.80800984,3,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,892.2879306,209.7932155,99.91816665,313.7013412,196.375208,869.0215406,251.8957396,633.1447996,426.0206119,1293.907801,1479.266502,66,64,43,171,16.01607753,9.588855728,22.44329933,20.53391597,42.96651157,451.0014883,270.3231981,-123.167622375972,44.9598139278417,"3309"
"83",77,2014,"KWCCarter","Carter","1cls",2,3,20.5,35.5,1.73,11.21,3.42,19.41,5.92,20.5,29.4,19.4,34.19,0.94,11.2,3.42,11.2,3.42,16.07,4.9,16.07,4.9,10.6,3.23,10.6,3.23,2.65,0.19,1.07,2.34,0.24,24,7,172,321,14,0.01,0.4,0.13,1.55,1.44,0.96,24,2,31,924,93,0.03,27.1,3.44,5.2,22,83,101,41915,20.7,121.26,2.51,1.37,0.92,1.37,0.92,11.31,3.45,11.31,3.45,19,1.15,68.6,0.63,0.42,0.63,0.42,10.38,3.17,10.38,3.17,2.18,773,556,1329,1410,1410,12.57688917,6.861675394,18.29210294,1213.607546,16.82680715,9.769864955,23.88374934,421.9048587,3071.174282,1479.266502,110.7663771,15,13.12727843,6.693072096,19.56148475,128.6213088,0,15.53238764,8.463795636,22.60097965,18.66031503,4,0,20.84480445,12.66993803,29.01967087,43.37814309,4,19.90745609,11.72922953,28.08568265,34.80800984,3,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,892.2879306,209.7932155,99.91816665,313.7013412,196.375208,869.0215406,251.8957396,633.1447996,426.0206119,1293.907801,1479.266502,66,64,43,171,16.01607753,9.588855728,22.44329933,20.53391597,42.96651157,451.0014883,270.3231981,-123.167622375972,44.9598139278417,"3309"
"84",78,2014,"KWCCarter","Carter","1cls",3,3,20.1,34.1,1.69,10.99,3.35,18.65,5.68,20.3,29.4,19.4,34.19,0.95,11.09,3.38,11.09,3.38,16.07,4.9,16.07,4.9,10.6,3.23,10.6,3.23,2.45,0.19,1.01,2.5,0.21,21,7,182,302,13,0.01,0.37,0.19,1.58,1.67,0.87,20,2,32,809,75,0.02,28.1,3.57,5.2,39,119,151,41915,20.1,106.07,2.13,1.17,0.78,1.17,0.78,10.98,3.35,10.98,3.35,18.5,1.18,70.82,0.64,0.43,0.64,0.43,10.11,3.08,10.11,3.08,1.81,716,612,1328,1410,1410,12.57688917,6.861675394,18.29210294,1213.607546,16.82680715,9.769864955,23.88374934,421.9048587,3071.174282,1479.266502,110.7663771,15,13.12727843,6.693072096,19.56148475,128.6213088,0,15.53238764,8.463795636,22.60097965,18.66031503,4,0,20.84480445,12.66993803,29.01967087,43.37814309,4,19.90745609,11.72922953,28.08568265,34.80800984,3,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,892.2879306,209.7932155,99.91816665,313.7013412,196.375208,869.0215406,251.8957396,633.1447996,426.0206119,1293.907801,1479.266502,66,64,43,171,16.01607753,9.588855728,22.44329933,20.53391597,42.96651157,451.0014883,270.3231981,-123.167622375972,44.9598139278417,"3309"
"85",79,2014,"KWCCarter","Carter","NoThin",2,3,21,38.8,1.85,11.48,3.5,21.22,6.47,20.5,39,39,0,1.9,11.2,3.42,11.2,3.42,21.31,6.5,21.31,6.5,21.31,6.5,21.31,6.5,2.41,0.18,0.91,2.44,0.27,22,6,239,305,15,0.01,0.4,0.11,1.36,1.59,1,24,2,53,786,82,0.03,24.9,3.33,5.4,30,82,107,41915,40.2,133.81,5.38,2.94,1.98,2.94,1.98,21.97,6.7,21.97,6.7,18.7,1.2,72.36,0.66,0.44,0.66,0.44,10.22,3.12,10.22,3.12,4.47,861,580,1441,1410,1410,12.57688917,6.861675394,18.29210294,1213.607546,16.82680715,9.769864955,23.88374934,421.9048587,3071.174282,1479.266502,110.7663771,15,13.12727843,6.693072096,19.56148475,128.6213088,0,15.53238764,8.463795636,22.60097965,18.66031503,4,0,20.84480445,12.66993803,29.01967087,43.37814309,4,19.90745609,11.72922953,28.08568265,34.80800984,3,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,892.2879306,209.7932155,99.91816665,313.7013412,196.375208,869.0215406,251.8957396,633.1447996,426.0206119,1293.907801,1479.266502,66,64,43,171,16.01607753,9.588855728,22.44329933,20.53391597,42.96651157,451.0014883,270.3231981,-123.167622375972,44.9598139278417,"3309"
"86",80,2014,"KWCCarter","Carter","NoThin",3,3,19.3,31.2,1.63,10.55,3.22,17.06,5.2,18.9,31.5,31.5,0,1.7,10.33,3.15,10.33,3.15,17.21,5.25,17.21,5.25,17.21,5.25,17.21,5.25,2.16,0.18,0.95,2.49,0.23,24,6,149,307,14,0.01,0.38,0.19,1.26,1.6,0.78,23,2,33,642,66,0.03,26.5,3.45,4.8,19,83,99,41915,32.1,122.62,3.94,2.15,1.45,2.15,1.45,17.54,5.35,17.54,5.35,17,0.83,55.01,0.45,0.3,0.45,0.3,9.29,2.83,9.29,2.83,4.75,784,539,1323,1410,1410,12.57688917,6.861675394,18.29210294,1213.607546,16.82680715,9.769864955,23.88374934,421.9048587,3071.174282,1479.266502,110.7663771,15,13.12727843,6.693072096,19.56148475,128.6213088,0,15.53238764,8.463795636,22.60097965,18.66031503,4,0,20.84480445,12.66993803,29.01967087,43.37814309,4,19.90745609,11.72922953,28.08568265,34.80800984,3,1,11.99035127,6.28789014,17.6928124,1167.326794,16.03058225,8.988412022,23.07275247,391.9806486,2817.220041,1328.292474,107.6409368,15,892.2879306,209.7932155,99.91816665,313.7013412,196.375208,869.0215406,251.8957396,633.1447996,426.0206119,1293.907801,1479.266502,66,64,43,171,16.01607753,9.588855728,22.44329933,20.53391597,42.96651157,451.0014883,270.3231981,-123.167622375972,44.9598139278417,"3309"
"87",81,2014,"KWCMC","McCrone","1cls",1,3,10.3,12,1.17,10.3,3.14,12,3.66,12.5,17.1,8.2,45.52,0.94,12.5,3.81,12.5,3.81,17.1,5.21,17.1,5.21,16.2,4.94,16.2,4.94,1.91,0.14,1.07,2.23,0.22,26,6,181,231,18,0.01,0.37,0.18,2.38,1.64,0.69,27,2,31,367,57,0.02,25.3,3.74,4,21,67,84,41911,7.5,85.87,0.64,0.64,0.43,0.64,0.43,7.5,2.29,7.5,2.29,7.4,0.28,47.11,0.28,0.19,0.28,0.19,7.4,2.26,7.4,2.26,2.28,595,394,989,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"88",82,2014,"KWCMC","McCrone","1cls",2,3,10.4,14.7,1.4,10.4,3.17,14.7,4.48,9.7,13.2,7.6,44.74,0.83,9.7,2.96,9.7,2.96,13.2,4.02,13.2,4.02,12.7,3.87,12.7,3.87,2.4,0.16,1.25,1.82,0.26,31,7,226,265,13,0.01,0.4,0.06,2.85,1.35,0.69,27,3,36,621,59,0.02,24.6,3.73,4.1,33,74,101,41911,8.5,102,0.87,0.87,0.58,0.87,0.58,8.5,2.59,8.5,2.59,8.6,0.31,40.84,0.31,0.21,0.31,0.21,8.6,2.62,8.6,2.62,2.78,1156,480,1636,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"89",83,2014,"KWCMC","McCrone","1cls",3,3,10.8,13.7,1.28,10.8,3.29,13.7,4.18,8.9,13.1,7.2,41.92,0.8,8.9,2.71,8.9,2.71,13.1,3.99,13.1,3.99,12.4,3.78,12.4,3.78,2.12,0.16,1.2,2.52,0.23,24,6,185,362,19,0.01,0.44,0.18,2.6,1.56,0.55,21,3,48,516,162,0.02,26.3,3.85,4.1,64,127,180,41911,8.8,107.5,0.95,0.95,0.64,0.95,0.64,8.8,2.68,8.8,2.68,8.8,0.48,62.15,0.48,0.33,0.48,0.33,8.8,2.68,8.8,2.68,1.95,566,328,894,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"90",84,2014,"KWCMC","McCrone","NoThin",1,3,10.7,12.2,1.14,10.7,3.26,12.2,3.72,12.1,15,10.7,0,1.14,12.1,3.69,12.1,3.69,15,4.57,15,4.57,15,4.57,15,4.57,2,0.14,1.3,1.89,0.26,27,6,166,331,19,0.01,0.43,0.08,2.31,1.41,0.69,24,2,38,793,59,0.02,24.7,3.72,4,27,76,98,41911,12.2,92.7,1.13,1.13,0.76,1.13,0.76,12.2,3.72,12.2,3.72,10.4,0.24,26.62,0.24,0.16,0.24,0.16,10.4,3.17,10.4,3.17,4.69,501,332,833,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"91",85,2014,"KWCMC","McCrone","NoThin",2,3,11.1,15.6,1.4,11.1,3.38,15.6,4.75,9.3,11,13.7,0,1.65,9.3,2.84,9.3,2.84,11,3.35,11,3.35,11,3.35,11,3.35,2.41,0.15,1.19,2.36,0.22,27,8,150,266,15,0.01,0.45,0.08,3.59,1.66,0.62,25,3,27,386,74,0.02,25.5,3.63,4.8,54,107,151,41911,15.1,110.46,1.67,1.67,1.12,1.67,1.12,15.1,4.6,15.1,4.6,9.7,0.42,48.8,0.42,0.28,0.42,0.28,9.7,2.96,9.7,2.96,3.95,514,356,870,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"92",86,2014,"KWCMC","McCrone","NoThin",3,3,10.5,14.7,1.4,10.5,3.2,14.7,4.48,10.2,15.1,14.1,0,1.53,10.2,3.11,10.2,3.11,15.1,4.6,15.1,4.6,15.1,4.6,15.1,4.6,2.35,0.15,1.29,1.72,0.22,24,6,136,266,20,0.01,0.43,0.09,3.18,1.31,0.63,25,3,30,536,64,0.02,26.1,3.8,3.8,43,109,144,41911,15.3,65.62,1,1,0.67,1,0.67,15.3,4.66,15.3,4.66,10,0.36,40.45,0.36,0.24,0.36,0.24,10,3.05,10,3.05,2.81,510,385,895,1419,1419,12.72958922,7.398664213,18.06051423,1238.099142,16.98378351,10.42946663,23.5381004,400.1495964,3066.616747,1512.515493,83.20953549,12,13.23057926,7.187750044,19.27340848,134.8495395,0,15.57702239,8.973394462,22.18065031,8.044925583,2,0,20.93089898,13.20569279,28.65610517,30.17440819,4,20.2973493,12.78868176,27.80601684,27.31259236,2,1,12.16813177,6.804664094,17.53159944,1168.53832,16.23562464,9.61946198,22.8517873,338.3638215,2836.887428,1368.79325,80.39293012,11.8,866.2316132,200.2434178,96.53487391,307.2550366,192.2096981,850.2888901,253.5709239,638.3910822,442.78602,1318.624652,1512.515493,65,64,43,170,16.17291952,9.675324593,22.67051445,20.64705324,25.28489124,434.9717769,277.0806284,-123.155635411597,45.3272291311128,"3309"
"93",87,2014,"Lemelson","estate","1cls",3,3,9.8,16.2,1.67,9.16,2.8,15.14,4.63,9.6,15.6,8.2,46.72,0.87,8.97,2.74,8.97,2.74,14.58,4.46,14.58,4.46,7.66,2.34,7.66,2.34,2.31,0.14,0.89,2.29,0.23,20,5,145,188,16,0.01,0.41,0.09,1.13,1.96,0.74,24,2,38,315,68,0.03,24.2,3.42,5,82,94,162,41900,12.1,96.12,1.16,1.09,0.73,1.09,0.73,11.31,3.46,11.31,3.46,8.1,0.57,81.51,0.54,0.36,0.54,0.36,7.57,2.31,7.57,2.31,2.03,928,363,1291,1253,1253,12.37119495,7.355380985,17.38700891,1259.308589,16.7988102,10.66861377,22.92900663,438.8465611,2960.514202,1476.761577,102.3639399,15,13.09618339,7.396096347,18.79627043,147.3128862,0,15.44185029,9.089782212,21.79391837,12.45054746,2,0,20.87709549,13.56855131,28.18563967,36.14082044,2,20.29702366,13.35324525,27.24080208,28.60849225,3,0,11.83521397,6.786628546,16.88379938,1196.069267,16.01091466,9.817850325,22.203979,369.5258994,2722.442174,1327.895467,96.38660036,14.3,836.7713242,199.6881166,94.72096451,296.2688544,181.0590401,819.1341705,249.1442612,628.6472807,432.4749939,1296.04593,1476.761577,66,64,42,170,15.62219829,10.02868338,21.2157132,19.11678954,36.53903251,426.9596238,260.128034,-123.047607448828,45.2818183120249,"RIPG"
"94",87,2014,"Lemelson","estate","1cls",3,3,9.8,16.2,1.67,9.16,2.8,15.14,4.63,9.6,15.6,8.2,46.72,0.87,8.97,2.74,8.97,2.74,14.58,4.46,14.58,4.46,7.66,2.34,7.66,2.34,2.31,0.14,0.89,2.29,0.23,20,5,145,188,16,0.01,0.41,0.09,1.13,1.96,0.74,24,2,38,315,68,0.03,24.2,3.42,5,82,94,162,41900,12.1,96.12,1.16,1.09,0.73,1.09,0.73,11.31,3.46,11.31,3.46,8.1,0.57,81.51,0.54,0.36,0.54,0.36,7.57,2.31,7.57,2.31,2.03,928,363,1291,1253,1253,12.37119495,7.355380985,17.38700891,1259.308589,16.7988102,10.66861377,22.92900663,438.8465611,2960.514202,1476.761577,102.3639399,15,13.09618339,7.396096347,18.79627043,147.3128862,0,15.44185029,9.089782212,21.79391837,12.45054746,2,0,20.87709549,13.56855131,28.18563967,36.14082044,2,20.29702366,13.35324525,27.24080208,28.60849225,3,0,11.83521397,6.786628546,16.88379938,1196.069267,16.01091466,9.817850325,22.203979,369.5258994,2722.442174,1327.895467,96.38660036,14.3,836.7713242,199.6881166,94.72096451,296.2688544,181.0590401,819.1341705,249.1442612,628.6472807,432.4749939,1296.04593,1476.761577,66,64,42,170,15.62219829,10.02868338,21.2157132,19.11678954,36.53903251,426.9596238,260.128034,-123.047607448828,45.2818183120249,"RIPG"
"95",88,2014,"Lemelson","estate","2cls",3,3,10.2,16.2,1.58,9.53,2.91,15.14,4.63,9.6,15.2,12.5,17.8,1.3,8.97,2.74,8.97,2.74,14.21,4.34,14.21,4.34,11.68,3.57,11.68,3.57,2.49,0.16,0.84,2.7,0.23,21,6,146,215,17,0.01,0.44,0.12,0.78,1.97,0.84,22,3,38,348,67,0.03,23.9,3.36,5.6,94,112,189,41900,8.4,97.86,0.82,0.77,0.52,0.77,0.52,7.85,2.4,7.85,2.4,8.6,0.64,88.05,0.6,0.4,0.6,0.4,8.04,2.46,8.04,2.46,1.29,904,307,1211,1253,1253,12.37119495,7.355380985,17.38700891,1259.308589,16.7988102,10.66861377,22.92900663,438.8465611,2960.514202,1476.761577,102.3639399,15,13.09618339,7.396096347,18.79627043,147.3128862,0,15.44185029,9.089782212,21.79391837,12.45054746,2,0,20.87709549,13.56855131,28.18563967,36.14082044,2,20.29702366,13.35324525,27.24080208,28.60849225,3,0,11.83521397,6.786628546,16.88379938,1196.069267,16.01091466,9.817850325,22.203979,369.5258994,2722.442174,1327.895467,96.38660036,14.3,836.7713242,199.6881166,94.72096451,296.2688544,181.0590401,819.1341705,249.1442612,628.6472807,432.4749939,1296.04593,1476.761577,66,64,42,170,15.62219829,10.02868338,21.2157132,19.11678954,36.53903251,426.9596238,260.128034,-123.047607448828,45.2818183120249,"RIPG"
"96",88,2014,"Lemelson","estate","2cls",3,3,10.2,16.2,1.58,9.53,2.91,15.14,4.63,9.6,15.2,12.5,17.8,1.3,8.97,2.74,8.97,2.74,14.21,4.34,14.21,4.34,11.68,3.57,11.68,3.57,2.49,0.16,0.84,2.7,0.23,21,6,146,215,17,0.01,0.44,0.12,0.78,1.97,0.84,22,3,38,348,67,0.03,23.9,3.36,5.6,94,112,189,41900,8.4,97.86,0.82,0.77,0.52,0.77,0.52,7.85,2.4,7.85,2.4,8.6,0.64,88.05,0.6,0.4,0.6,0.4,8.04,2.46,8.04,2.46,1.29,904,307,1211,1253,1253,12.37119495,7.355380985,17.38700891,1259.308589,16.7988102,10.66861377,22.92900663,438.8465611,2960.514202,1476.761577,102.3639399,15,13.09618339,7.396096347,18.79627043,147.3128862,0,15.44185029,9.089782212,21.79391837,12.45054746,2,0,20.87709549,13.56855131,28.18563967,36.14082044,2,20.29702366,13.35324525,27.24080208,28.60849225,3,0,11.83521397,6.786628546,16.88379938,1196.069267,16.01091466,9.817850325,22.203979,369.5258994,2722.442174,1327.895467,96.38660036,14.3,836.7713242,199.6881166,94.72096451,296.2688544,181.0590401,819.1341705,249.1442612,628.6472807,432.4749939,1296.04593,1476.761577,66,64,42,170,15.62219829,10.02868338,21.2157132,19.11678954,36.53903251,426.9596238,260.128034,-123.047607448828,45.2818183120249,"RIPG"
